precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÁRTON BENIAMIN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CAREBIA PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","OLARIU FLORINEL-STELIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PODEAN MARINICĂ-DORINEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","CIUTAC EUGEN-ALIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL COŞTEIU",361,COŞTEIU,156473,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:52",673,638,2,20,13,424,391,0,20,13,407,17,700,276,1,237,22,58,89
37,TIMIŞ,"CĂMINUL CULTURAL PĂRU",364,COŞTEIU,156473,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:19:20",214,203,3,8,0,132,124,0,8,0,132,0,220,88,7,97,5,6,17
37,TIMIŞ,"CĂMINUL CULTURAL ŢIPARI",365,COŞTEIU,156473,3,PART,PRCNCT,P,P_SV,"2024-06-15 16:38:50",733,712,1,14,6,437,416,1,14,6,411,26,770,333,156,168,10,26,51
37,TIMIŞ,"CĂMINUL CULTURAL VALEA LUNGĂ ROMÂNĂ",366,COŞTEIU,156473,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:32",134,122,0,8,4,81,69,0,8,4,81,0,187,106,1,57,0,3,20
37,TIMIŞ,"PRIMĂRIA VECHECOŞTEIU",362,COŞTEIU,156473,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:04",1221,1176,2,12,31,766,723,0,12,31,726,40,1300,534,22,360,14,179,151
37,TIMIŞ,"ŞCOALA PRIMARĂ HEZERIȘ",363,COŞTEIU,156473,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:03:39",239,221,0,13,5,166,148,0,13,5,160,6,300,134,2,122,2,4,30
