precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"CLĂDIREA DE LÂNGĂ SEDIUL PRIMĂRIEI COMUNEI TELEŞTI - SALA DE ŞEDINŢE A CONSILIULUI LOCAL TELEŞTI",312,TELEŞTI,82396,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:01:56",569,533,3,22,11,368,335,0,22,11,360,8,600,232,57,161,11,51,4,5,71
20,GORJ,"ŞCOALA PRIMARĂ NR.1 BUDUHALA",314,TELEŞTI,82396,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:19",715,680,0,15,20,405,370,0,15,20,398,7,738,333,51,293,2,36,2,3,11
20,GORJ,"ŞCOALA PRIMARĂ ŞOMĂNEŞTI",315,TELEŞTI,82396,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:17:58",582,558,0,9,15,383,359,0,9,15,376,7,600,217,41,276,9,32,7,0,11
20,GORJ,"ŞCOALA PRIMARĂ TELEŞTI",313,TELEŞTI,82396,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:50",561,523,0,31,7,398,360,0,31,7,392,6,600,202,15,232,92,29,1,13,10
