precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CATRINA MARIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂRBULESCU GEORGICĂ-UNIUNEA SALVAȚI ROMÂNIA-voturi","OPRIŞAN VICENŢIU-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MOISESCU PETRU - ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL GHIOROIU",241,GHIOROIU,170097,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:54",458,416,0,16,26,292,250,0,16,26,280,12,490,198,14,3,123,140
40,VÂLCEA,"ŞCOALA POIENARI",242,GHIOROIU,170097,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:51",237,213,0,13,11,166,142,0,13,11,163,3,250,84,12,18,51,82
40,VÂLCEA,"ŞCOALA ŞTIRBEŞTI",243,GHIOROIU,170097,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:42:05",462,409,0,33,20,331,278,0,33,20,317,14,480,149,5,2,217,93
