precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
14,CONSTANŢA,"CĂMINUL CULTURAL DOBROMIR -",437,DOBROMIR,61737,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:57",790,778,0,4,8,523,511,0,4,8,477,46,870,342,169,280,13,12,3
14,CONSTANŢA,"ȘCOALA GEN CU CLS. I - IV PĂDURENI",441,DOBROMIR,61737,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:16",114,111,0,3,0,80,77,0,3,0,75,5,124,42,51,20,0,2,2
14,CONSTANŢA,"SCOALA GENERALA SAT CETATEA",438,DOBROMIR,61737,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:24:06",188,182,0,0,6,158,152,0,0,6,155,3,206,48,130,13,2,9,1
14,CONSTANŢA,"ȘCOALA PRIMARA NR 1 VALENI",442,DOBROMIR,61737,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:59:20",747,732,0,4,11,504,489,0,4,11,449,35,820,316,238,206,1,2,2
14,CONSTANŢA,"SCOALA PRIMARA NR 2 DOBROMIR DEAL",439,DOBROMIR,61737,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:23",276,270,0,0,6,209,203,0,0,6,203,5,298,89,149,44,0,10,0
14,CONSTANŢA,"ȘCOALA PRIMARA NR 3 LESPEZI",440,DOBROMIR,61737,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:10",439,427,0,10,2,340,328,0,10,2,311,29,470,130,138,158,1,5,9
