precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN CĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SĂCARĂ RADU-AURELIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MANDA VIRGIL-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUREŞAN VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
13,CLUJ,"ŞCOALA GEN. SĂLIŞCA",397,CÂŢCĂU,57314,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:00:59",499,438,1,35,25,393,333,0,35,25,388,5,514,121,340,3,9,36
13,CLUJ,"SCOALA GIMNAZIALA CÎŢCĂU",395,CÂŢCĂU,57314,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:13:53",1219,1141,0,19,59,837,759,0,19,59,813,24,1288,451,678,48,76,11
13,CLUJ,"ŞCOAL GEN. MUNCEL",396,CÂŢCĂU,57314,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:26:02",171,152,0,7,12,107,88,0,7,12,106,1,183,76,82,10,12,2
