precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPOVICI IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","HUMENIUC MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞEICO IOAN-UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","CHINEZU CORNEL ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",292,PĂLTINIŞ,53425,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:30",83,55,0,27,1,62,34,0,27,1,62,0,113,51,44,0,0,18
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",289,PĂLTINIŞ,53425,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:09",704,588,1,96,19,524,409,0,96,19,508,16,738,214,139,4,5,360
11,CARAŞ-SEVERIN,GRĂDINIȚA,293,PĂLTINIŞ,53425,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:43",269,230,0,32,7,209,170,0,32,7,207,2,341,132,119,1,0,87
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CORNUȚEL",290,PĂLTINIŞ,53425,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:28",1025,892,1,106,26,690,557,1,106,26,677,13,1037,347,609,13,39,16
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ DELINEȘTI",291,PĂLTINIŞ,53425,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:38:00",405,349,0,46,10,292,236,0,46,10,284,8,470,178,159,0,1,124
