precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRIGORAŞ MARIAN-LAURENŢIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","COJEA BUSUIOC-COSTICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","POSPAI GEANINA-PARTIDUL SOCIAL DEMOCRAT-voturi","MACOVICIUC ALINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUNTEANU NICOLAE-PARTIDUL ECOLOGIST ROMÂN-voturi","ZAHARI EMANUELA-CRISTINA-PARTIDUL S.O.S. ROMÂNIA-voturi","TANNOUS GINETTA-FORȚA DREPTEI-voturi","GRIGORE GELU-voturi"
9,BRĂILA,"CĂMINUL CULTURAL II",171,CHISCANI,42708,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:03:06",1708,1704,0,4,0,872,868,0,4,0,840,32,1839,967,14,318,330,72,17,78,7,4
9,BRĂILA,"CĂMINUL CULTURAL SAT LACU SĂRAT",173,CHISCANI,42708,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:40:53",1082,1075,4,3,0,546,542,1,3,0,534,12,1210,664,25,158,141,57,4,52,8,89
9,BRĂILA,"CENTRU DE INFORMARE",174,CHISCANI,42708,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:09:32",1005,987,3,14,1,451,436,0,14,1,440,11,1109,658,38,108,162,78,8,25,9,12
9,BRĂILA,"SCOALA GIMNAZIALA- CHISCANI - CARTIER",172,CHISCANI,42708,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:38:15",1646,1637,0,7,2,734,725,0,7,2,695,26,1772,996,29,150,279,152,24,49,4,8
