precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLUŢĂ GABRIEL-SANDI-PARTIDUL NAȚIONAL LIBERAL-voturi","VATRĂ VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"CĂMINUL CULTURAL „NICOLAE CIORĂSCU” GUGEŞTI",180,GUGEŞTI,176301,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:56:24",1594,1581,0,2,11,695,682,0,2,11,669,26,1743,1043,65,604
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 GUGEŞTI",182,GUGEŞTI,176301,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:05",877,858,2,8,9,403,386,0,8,9,388,15,955,552,78,310
41,VRANCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU VLAHUȚĂ” GUGEŞTI",183,GUGEŞTI,176301,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:21",965,950,1,4,10,444,429,1,4,10,441,3,1077,633,61,380
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.2 GUGEŞTI",181,GUGEŞTI,176301,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:07:48",1424,1387,0,7,30,732,695,0,7,30,710,22,1571,839,88,622
41,VRANCEA,"ŞCOALA GIMNAZIALĂ NR.4 OREAVU",184,GUGEŞTI,176301,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:03",450,434,0,9,7,216,200,0,9,7,207,9,484,268,92,115
