precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
17,DOLJ,"ȘCOALA GENERALĂ COMOȘTENI",354,GÂNGIOVA,72579,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:32:56",837,816,0,8,13,486,465,0,8,13,443,40,900,417,43,21,165,156,18,40
17,DOLJ,"ȘCOALA GIMNAZIALĂ GÂNGIOVA",353,GÂNGIOVA,72579,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:16",1213,1162,0,23,28,716,665,0,23,28,646,70,1269,553,17,62,235,287,11,34
