precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
25,ILFOV,"CLĂDIRE POLICLINICĂ",136,BALOTEŞTI,100969,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:58:47",1047,1032,5,8,2,567,557,0,8,2,551,16,1098,531,342,75,40,52,18,24
25,ILFOV,"GRĂDINIŢA NR.3 DUMBRĂVENI",141,BALOTEŞTI,100969,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 18:33:17",1071,1055,3,13,0,647,634,0,13,0,630,17,1200,553,278,144,47,83,69,9
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",138,BALOTEŞTI,100969,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:54:39",1024,1014,1,6,3,581,572,0,6,3,558,23,1100,519,351,69,54,35,22,27
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",137,BALOTEŞTI,100969,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:58:06",1272,1251,10,5,6,704,692,1,5,6,683,21,1400,21,443,74,51,60,26,29
25,ILFOV,"ŞCOALA PRIMARĂ NR. 1 SĂFTICA",142,BALOTEŞTI,100969,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 19:13:32",1313,1296,11,4,2,682,675,1,4,2,660,22,1459,776,370,91,96,50,29,24
25,ILFOV,"ŞCOALA PRIMARĂ NR. 2 BALOTEŞTI",139,BALOTEŞTI,100969,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 19:44:10",1567,1550,12,5,0,892,885,2,5,0,871,21,1700,808,400,243,44,109,46,29
25,ILFOV,"ŞCOALA PRIMARĂ NR.2 BALOTEŞTI",140,BALOTEŞTI,100969,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:30:34",1037,1037,0,0,0,552,552,0,0,0,537,12,1100,551,360,32,49,54,23,19
