precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
13,CLUJ,"BIROUL PRIMĂRIEI CARA",424,COJOCNA,57350,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:19",701,680,0,21,0,392,371,0,21,0,371,21,749,357,59,129,20,29,7,60,7,17,43
13,CLUJ,"CĂMINUL CULTURAL IURIU DE CÎMPIE",425,COJOCNA,57350,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:05:01",195,180,0,15,0,117,102,0,15,0,105,12,197,80,4,59,4,7,0,29,0,2,0
13,CLUJ,"MAGAZIN COOPERATIST BOJU CATUN (FOSTUL)",422,COJOCNA,57350,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:05:25",187,174,0,9,4,126,113,0,9,4,108,5,196,83,4,21,6,14,2,56,1,3,1
13,CLUJ,"ŞCOALA BOJU",423,COJOCNA,57350,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:03",372,311,1,45,15,296,236,0,45,15,283,13,361,65,29,34,12,18,2,183,1,2,2
13,CLUJ,"ȘCOALA GIMNAZIALĂ COJOCNA SALA NR.4",420,COJOCNA,57350,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:39:34",1070,1044,1,7,18,686,660,1,7,18,630,56,1154,468,189,107,24,51,84,129,31,13,2
13,CLUJ,"ȘCOALA GIMNAZIALĂ COJOCNA SALA NR.7",421,COJOCNA,57350,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 14:05:41",868,847,0,13,8,586,565,0,13,8,510,74,955,371,95,92,33,44,56,148,18,21,3
