precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA COSTACHE-PARTIDUL SOCIAL DEMOCRAT-voturi","FANTU VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPA NECULAI-PARTIDUL NAȚIONAL LIBERAL-voturi","MORARU DAN-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL ORBENI",480,ORBENI,23948,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:53",894,873,2,11,8,463,444,0,11,8,444,19,1000,537,298,29,43,74
4,BACĂU,"ŞCOALA GIMNAZIALA NR. 1 SATUL SCURTA",482,ORBENI,23948,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:13",581,566,0,9,6,269,254,0,9,6,248,21,600,331,200,8,33,7
4,BACĂU,"ŞCOALA PRIMARĂ NR.2 SATUL ORBENI",481,ORBENI,23948,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:14",655,640,0,6,9,335,320,0,6,9,318,17,700,365,234,36,29,19
4,BACĂU,"SCOALA PRIMARA NR 3 SCURTA",483,ORBENI,23948,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:19:49",825,810,0,11,4,419,404,0,11,4,395,24,900,481,330,16,45,4
