precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IBĂNESCU NIXON-NECULAI-PARTIDUL SOCIAL DEMOCRAT-voturi","RADU PAUL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SCÎNTEIE CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","STANCU NELU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
39,VASLUI,"CĂMINUL CULTURAL, GHERGHEŞTI",328,GHERGHEŞTI,163967,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:46:19",883,869,0,1,13,470,456,0,1,13,443,27,1000,530,263,145,23,12
39,VASLUI,"CONTAINER MODULAR",332,GHERGHEŞTI,163967,5,PART,PRCNCT,P,P_SV,"2024-06-10 07:09:47",389,376,0,4,9,220,207,0,4,9,212,8,400,180,117,91,3,1
39,VASLUI,"ŞCOALA GIMNAZIALA SAT CHETROSU",329,GHERGHEŞTI,163967,5,PART,PRCNCT,P,P_SV,"2024-06-10 10:31:18",374,369,2,0,3,225,220,2,0,3,216,9,400,175,124,56,36,0
39,VASLUI,"ŞCOALA PRIMARA SAT CORODESTI",330,GHERGHEŞTI,163967,7,PART,PRCNCT,P,P_SV,"2024-06-10 09:06:05",161,159,0,2,0,80,78,0,2,0,73,7,176,96,44,21,8,0
39,VASLUI,"ŞCOALA PRIMARĂ SAT DRAXENI (CONTAINER MODULAR)",331,GHERGHEŞTI,163967,3,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:01",118,112,0,3,3,64,58,0,3,3,60,4,116,52,41,15,4,0
