precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FRANŢ MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","CERNEA NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi","CUPTOR IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BRAN ALEXANDRU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ARDELEANU GHEORGHE-CODRUŢ-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
4,BACĂU,"CĂMINUL CULTURAL COȘNEA",233,AGĂŞ,21007,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:40",332,326,0,6,0,165,159,0,6,0,153,12,400,235,41,105,3,0,4
4,BACĂU,"CONSILIUL LOCAL AGĂŞ",232,AGĂŞ,21007,3,PART,PRCNCT,P,P_SV,"2024-06-10 11:34:05",1245,1231,0,12,2,652,638,0,12,2,622,30,1300,648,255,306,11,5,45
4,BACĂU,"ŞCOALA CU CLASELE I-IV COTUMBA",234,AGĂŞ,21007,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:59:06",836,828,1,6,1,373,366,0,6,1,355,18,900,527,117,200,22,2,14
4,BACĂU,"ŞCOALA GENERALĂ GOIOASA",235,AGĂŞ,21007,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:07",664,661,0,2,1,321,318,0,2,1,310,11,700,379,79,193,28,6,4
4,BACĂU,"ŞCOALA GENERALĂ PRELUCI",236,AGĂŞ,21007,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:22",989,984,1,4,0,574,570,0,4,0,548,26,1100,526,110,396,16,20,6
4,BACĂU,"ŞCOALA GENERALĂ SULŢA",237,AGĂŞ,21007,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:34",798,790,1,7,0,424,417,0,7,0,403,21,900,476,179,174,15,3,32
