precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSOIU",383,STOILEŞTI,173374,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:28:01",491,465,0,8,18,276,250,0,8,18,267,9,510,234,62,184,21,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GEAMĂNA",384,STOILEŞTI,173374,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:09",725,700,0,9,16,463,438,0,9,16,441,22,770,307,54,320,63,4
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII STOILEȘTI",382,STOILEŞTI,173374,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:59",581,551,0,10,20,379,349,0,10,20,375,4,600,221,51,308,16,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",385,STOILEŞTI,173374,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:57",1139,1114,0,7,18,742,717,0,7,18,722,20,1230,488,92,568,60,2
