precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GROZA PAUL-SEVER-PARTIDUL SOCIAL DEMOCRAT-voturi","CIGHIR ANA-PARTIDUL NAȚIONAL LIBERAL-voturi","RUS CĂLIN-SORIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
13,CLUJ,"GRĂDINIŢA AŞCHILEU MARE",318,AŞCHILEU,55776,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:09",294,255,0,36,3,294,255,0,36,3,284,10,429,135,147,133,4
13,CLUJ,"GRĂDINIŢA AŞCHILEU MIC",319,AŞCHILEU,55776,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:30",238,230,0,7,1,158,150,0,7,1,147,11,256,98,30,108,9
13,CLUJ,"GRĂDINIŢA CRISTOREL",320,AŞCHILEU,55776,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:57",305,300,0,4,1,183,178,0,4,1,178,5,332,149,73,101,4
13,CLUJ,"ŞCOALA PRIMARĂ FODORA",321,AŞCHILEU,55776,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:30",209,187,0,20,2,131,109,0,20,2,129,2,206,75,44,83,2
