precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VÎNJEANU GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BENGESCU MARIAN-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NEDELCU MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL",190,GRUIA,112030,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:06",710,668,0,25,17,710,668,0,25,17,331,10,700,337,15,264,52
27,MEHEDINŢI,"CĂMINUL CULTURAL GRUIA",188,GRUIA,112030,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:13:33",675,613,0,41,21,464,402,0,41,21,386,12,673,209,3,317,66
27,MEHEDINŢI,"ŞCOALA POIANA GRUII",191,GRUIA,112030,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:54:47",122,108,0,13,1,97,83,0,13,1,95,2,133,36,0,50,45
27,MEHEDINŢI,"STADIONUL COMUNAL GRUIA",189,GRUIA,112030,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:16",743,731,0,4,8,327,315,0,4,8,308,19,801,474,4,246,58
