precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIRIŢĂ ANDREI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUMITRU LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","TURIGA VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
23,IALOMIŢA,"GRĂDINIŢA DRIDU – MOARĂ",139,DRIDU,102703,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:29",813,802,0,11,0,503,492,0,11,0,485,18,800,297,35,425,25
23,IALOMIŢA,"GRĂDINIŢA DRIDU – MOVILA",140,DRIDU,102703,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:19",517,504,0,13,0,272,259,0,13,0,262,10,600,328,8,248,6
23,IALOMIŢA,"GRĂDINIŢA DRIDU –SNAGOV",141,DRIDU,102703,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:37",308,298,0,10,0,216,206,0,10,0,208,8,392,176,5,198,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ DRIDU - CORP C1",138,DRIDU,102703,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:16:59",954,940,1,12,1,565,552,0,12,1,546,19,995,430,20,503,23
