precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL VERDE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
32,"SATU MARE","BOINESTI SCOALA GENERALA",147,BIXAD,137069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:40:58",1465,1429,0,26,10,733,697,0,26,10,681,52,1554,821,53,108,192,205,37,2,52,5,27
32,"SATU MARE","SCOALA GENERALA BIXAD",146,BIXAD,137069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:47:13",1146,1122,0,10,14,640,616,0,10,14,584,56,1239,599,41,290,56,84,63,10,9,27,4
32,"SATU MARE","SCOALA GENERALA BIXAD",145,BIXAD,137069,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:08:32",1233,1192,1,24,16,661,620,1,24,16,600,61,1306,645,24,343,76,69,56,6,9,10,7
32,"SATU MARE","TRIP SCOALA GENERALA",148,BIXAD,137069,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:31:05",1367,1335,0,25,7,636,604,0,25,7,584,52,1496,859,80,156,130,124,11,21,7,46,9
32,"SATU MARE","TRIP SCOALA GENERALA",149,BIXAD,137069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:33:04",1226,1201,0,15,10,547,522,0,15,10,497,50,1330,783,40,105,164,136,12,17,11,5,7
