precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ROMÂNI PENTRU ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi"
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT COADA MALULUI",469,MĂGURELE,134014,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:12",693,689,0,4,0,384,380,0,4,0,361,11,758,386,32,102,189,11,8,8,11
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT IAZU",470,MĂGURELE,134014,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:22",504,504,0,0,0,315,315,0,0,0,298,17,553,238,27,64,173,9,5,3,17
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA MAGURELE-INVĂŢĂMÂNT PRIMAR",468,MĂGURELE,134014,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:21",1360,1355,3,2,0,731,728,1,2,0,700,31,1494,763,46,127,379,15,35,51,47
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA MĂGURELE-INVĂŢĂMÂNT PRIMAR",467,MĂGURELE,134014,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:44:31",1239,1238,0,1,0,618,617,0,1,0,592,23,1356,741,52,123,333,14,25,16,29
