precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CALAFETEANU MIHAI-PUIU-PARTIDUL NAȚIONAL LIBERAL-voturi","TEIŞI WILHELM-AURELIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BRAŞOVEANU VALENTIN-ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GRĂMESCU SORIN-MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BARBU MARIUS-FLORIN-FORȚA DREPTEI-voturi"
17,DOLJ,"GRADINITA ”ALBA CA ZAPADA”",443,PLENIŢA,73709,2,PART,PRCNCT,P,P_SV,"2024-06-12 16:26:08",1025,973,0,13,39,620,568,0,13,39,578,42,1100,480,239,46,237,11,45
17,DOLJ,"LICEUL TEHNOLOGIC C.N. PLOPSOR",441,PLENIŢA,73709,3,PART,PRCNCT,P,P_SV,"2024-06-12 16:15:08",995,969,0,9,17,603,577,0,9,17,576,27,1051,448,235,72,218,25,26
17,DOLJ,"SCOALA CU CALSELE I-VIII LOCAL B POIANA",442,PLENIŢA,73709,3,PART,PRCNCT,P,P_SV,"2024-06-12 16:20:55",910,881,0,5,24,573,544,0,5,24,543,30,1000,427,162,20,318,7,36
17,DOLJ,"SCOALA CU CLASELEI-IV DIN SATUL CASTRELE TRAIANE",444,PLENIŢA,73709,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:44",630,603,0,5,22,370,343,0,5,22,358,12,700,330,111,24,186,8,29
