precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi"
35,SUCEAVA,"CENTRU DE SERVICII SOCIALE INTEGRATE MĂNĂSTIOARA",189,"ORAŞ SIRET",146655,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:55:09",456,447,0,7,2,213,204,0,7,2,208,5,500,287,19,102,72,15
35,SUCEAVA,"CENTRU DE TINERET",184,"ORAŞ SIRET",146655,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:51:44",1223,1213,3,4,3,508,501,0,4,3,494,14,1400,892,38,274,149,33
35,SUCEAVA,"CENTRUL CULTURAL ”MIHAI TELIMAN”",182,"ORAŞ SIRET",146655,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:13:04",1280,1243,1,6,30,638,603,0,6,29,611,27,1432,794,61,320,179,51
35,SUCEAVA,"CENTRU RECREATIV, CARTIER PĂDURENI",188,"ORAŞ SIRET",146655,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:46",446,435,0,10,1,222,211,0,10,1,217,5,500,278,20,140,51,6
35,SUCEAVA,"COLEGIUL LATCU VODA",183,"ORAŞ SIRET",146655,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:15:54",1388,1379,0,7,2,652,643,0,7,2,625,27,1500,848,59,324,179,63
35,SUCEAVA,"COLEGIUL LAȚCU VODĂ ȘCOALA PROFESIONALĂ",185,"ORAŞ SIRET",146655,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:02",721,710,0,10,1,287,276,0,10,1,278,9,800,513,18,149,97,14
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ PETRU MUȘAT CORP C",186,"ORAŞ SIRET",146655,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:12:42",1047,1042,5,0,0,501,499,2,0,0,494,7,1100,599,34,287,141,32
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ PETRU MUȘAT CORP I",187,"ORAŞ SIRET",146655,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:53:39",1392,1382,2,2,6,648,639,1,2,6,623,25,1500,852,79,366,136,42
