precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MANE MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MATE MARTA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MARIAN CĂLIN-PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","NISTOR LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","APARASCHIVEI CONSTANTIN-DORU-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","MUZSIC ROBERT-EUGEN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PINTE IOANA-CRISTINA-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi"
22,HUNEDOARA,"CENTRUL DE INFORMARE TURISTICĂ VORŢA",516,VORŢA,92097,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:32",150,113,0,30,7,130,93,0,30,7,124,6,147,17,9,1,64,49,0,0,1
22,HUNEDOARA,"CENTRUL DE SĂNĂTATE MULTIFUNCŢIONAL",192,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:58:57",1404,1380,2,13,9,748,726,0,13,9,727,21,1500,752,122,17,267,245,20,55,1
22,HUNEDOARA,"CENTRUL DE SERVICII SOCIAL-CULTURALE ȘI FESTIVE",403,"ORĂŞTIOARA DE SUS",90342,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:28",423,387,0,18,18,308,275,0,16,17,301,7,440,132,52,3,132,99,3,9,3
22,HUNEDOARA,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",293,BOŞOROD,88449,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:39",446,423,3,11,9,300,277,3,11,9,283,16,476,177,19,0,61,179,2,20,2
22,HUNEDOARA,"CENTRUL NAŢIONAL DE INFORMARE ŞI PROMOVARE TURISTICĂ",248,"ORAŞ URICANI",87139,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:28",1848,1839,2,3,4,713,706,0,3,4,691,22,2073,1360,89,9,100,447,8,28,10
22,HUNEDOARA,"CENTRUL REZIDENȚIAL PENTRU VÂRSTNICI ORĂȘTIE",132,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:13",1512,1498,1,13,0,578,565,0,13,0,560,18,1600,1004,101,11,109,263,9,59,8
22,HUNEDOARA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”RUDOLF STEINER” (FOSTUL CENTRU DE ZI)",99,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:38",1107,1098,0,9,0,357,348,0,9,0,335,22,1200,843,51,15,44,196,5,19,5
22,HUNEDOARA,"CENTRUL ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”RUDOLF STEINER” (FOSTUL CENTRU DE ZI)",98,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:52:43",1118,1112,0,6,0,369,363,0,6,0,353,16,1200,831,45,9,31,241,3,13,11
22,HUNEDOARA,"CINEMATOGRAF CULTURAL LUPENI",117,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:06",1239,1230,1,8,0,500,492,0,8,0,468,32,1400,900,58,21,46,313,2,20,8
22,HUNEDOARA,"CLĂDIRE DISPENSAR MEDICAL CERNIȘOARA FLORESE",328,BUNILA,89026,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:12",143,111,0,24,8,143,111,0,24,8,139,3,166,24,9,0,103,24,2,0,1
22,HUNEDOARA,"CLĂDIRE MULTIFUNCȚIONALĂ DIN CADRUL PARCULUI DE AFACERI SIMERIA",241,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:56",1383,1365,0,16,2,699,681,0,16,2,677,22,1310,611,62,26,279,235,8,47,20
22,HUNEDOARA,"CLĂDIRE MULTIFUNCȚIONALĂ DIN CADRUL PARCULUI DE AFACERI SIMERIA",242,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:01",997,983,3,9,2,534,522,1,9,2,515,19,985,451,76,14,170,192,14,33,16
22,HUNEDOARA,"CLUB ŞCOLAR SPORTIV",31,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:14",1270,1254,6,10,0,585,575,0,10,0,560,25,1300,715,71,39,166,190,17,58,19
22,HUNEDOARA,"CLUB SPORTIV ȘCOLAR",144,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:55",937,924,0,12,1,391,378,0,12,1,380,11,1100,709,70,25,68,168,6,29,14
22,HUNEDOARA,"CLUBUL COPIILOR PETRILA",226,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:01:44",1275,1268,0,7,0,481,474,0,7,0,454,26,1400,919,82,10,41,255,11,44,11
22,HUNEDOARA,"CLUBUL COPIILOR ȘI ELEVILOR",182,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:45",1023,1013,1,9,0,446,437,0,9,0,417,29,1100,654,68,7,131,174,5,25,7
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ŞCOALĂ GENERALĂ NR. 3)",84,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:24",1254,1246,1,7,0,614,607,0,7,0,592,22,1400,786,60,25,107,331,11,50,8
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ŞCOALĂ GENERALĂ NR. 3)",83,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:51",1236,1221,3,12,0,544,532,0,12,0,532,12,1300,756,50,27,85,299,11,52,8
22,HUNEDOARA,"COLEGIUL ECONOMIC EMANUIL GOJDU (FOSTA ȘCOALĂ GENERALĂ NR. 3)",82,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:40:25",1420,1411,1,8,0,510,502,0,8,0,487,23,1600,1090,69,28,61,275,8,35,11
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTUL LICEU NR. 2)",71,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:25:36",1257,1250,1,5,1,509,502,1,5,1,477,32,1300,791,56,40,60,263,9,38,11
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTUL LICEU NR. 2)",70,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:46:56",1139,1131,2,6,0,462,456,0,6,0,443,13,1200,735,53,25,69,237,16,30,13
22,HUNEDOARA,"COLEGIUL ECONOMIC ”HERMES ”",150,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:21",1502,1412,0,55,35,585,543,0,10,32,572,13,1600,1015,173,25,73,231,7,45,18
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”DECEBAL”",17,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:10",1133,1113,7,11,2,531,518,0,11,2,505,25,1200,669,51,34,144,185,13,65,13
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ ”CARMEN SYLVA” (GRĂDINIȚA CU PROGRAM NORMAL NR.5)",152,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:45",1361,1347,0,14,0,496,482,0,14,0,454,42,1500,1004,79,29,65,222,8,40,11
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ ”CARMEN SYLVA” (GRĂDINIȚA CU PROGRAM NORMAL NR.5)",151,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:02",1360,1352,1,7,0,525,518,0,7,0,476,47,1500,975,89,38,57,213,6,57,16
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ CARMEN SYLVA (LICEUL DE INFORMATICĂ)",149,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:37",1286,1280,0,6,0,576,570,0,6,0,532,42,1500,926,123,16,84,229,8,46,26
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",73,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:11",542,499,0,7,36,542,499,0,7,36,505,37,1200,658,63,42,55,263,9,60,13
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",74,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:51",1213,1190,0,5,18,447,426,0,5,16,417,30,1300,853,53,34,66,218,3,41,2
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",72,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:46",1338,1297,2,4,35,634,597,0,4,33,607,27,1600,966,61,49,110,303,9,61,14
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",77,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:05",1210,1201,1,7,1,529,520,1,7,1,507,20,1300,773,65,46,94,241,13,34,14
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",76,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:47:48",1094,1086,0,8,0,364,356,0,8,0,346,18,1200,836,37,22,57,183,10,28,9
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",75,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:32",1442,1434,1,7,0,490,483,0,7,0,441,49,1600,1110,59,16,65,252,10,31,8
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR.5)",78,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:29",446,373,1,8,64,223,161,0,8,54,214,9,540,314,63,39,28,72,2,9,1
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ ZLAȘTI)",106,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:17",439,430,1,7,1,216,208,0,7,1,212,4,500,284,32,8,30,125,2,13,2
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”I.C.BRĂTIANU” HAŢEG",217,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:57:28",1475,1424,1,38,12,837,786,1,38,12,783,32,1600,785,121,23,221,318,11,85,4
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU” (LICEUL TEORETIC)",147,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:11",1643,1626,5,5,7,674,661,1,5,7,640,34,1800,1126,196,37,80,265,10,33,19
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU” (ŞCOALA GIMNAZIALĂ DÂLJA MARE)",165,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:06:16",183,173,0,10,0,130,120,0,10,0,125,5,200,70,29,1,9,84,0,2,0
22,HUNEDOARA,"COLEGIUL NAȚIONAL PEDAGOGIC”REGINA MARIA”",13,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:33",1183,1144,21,17,1,567,548,1,17,1,549,18,1300,723,65,49,179,164,17,57,18
22,HUNEDOARA,"COLEGIUL NAȚIONAL SPORTIV CETATE DEVA",18,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:08",1365,1353,2,10,0,714,702,2,10,0,693,21,1500,786,84,64,211,226,13,74,21
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA",232,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:18",961,955,0,6,0,499,493,0,6,0,477,22,1202,703,110,13,34,280,5,27,8
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL „ANA COLDA”)",235,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:29",1164,1153,0,5,6,565,554,0,5,6,549,16,1200,635,100,24,36,352,10,25,2
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA (FOSTA ȘCOALĂ GIMNAZIALĂ „ANA COLDA”)",234,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:31:00",1333,1325,0,7,1,576,568,0,7,1,553,23,1400,824,104,13,40,353,16,21,6
22,HUNEDOARA,"COLEGIUL TEHNIC DE TRANSPORT FEROVIAR ”ANGHEL SALIGNY” SIMERIA",244,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:29:18",1228,1212,5,10,1,591,580,0,10,1,558,33,1150,559,91,13,193,205,8,33,15
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",36,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:47",1296,1287,0,9,0,460,451,0,9,0,444,16,1400,940,89,11,84,176,14,32,38
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",35,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:53",1861,1841,6,7,7,759,745,0,7,7,723,36,1900,1141,122,36,178,251,40,51,45
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",34,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:17:44",1416,1411,0,5,0,520,515,0,5,0,483,35,1500,982,101,24,92,187,14,44,21
22,HUNEDOARA,"COLEGIUL TEHNIC ”MATEI CORVIN” (FOSTUL LICEU NR. 1)",81,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:17:30",1015,998,7,10,0,421,411,0,10,0,402,19,1100,679,50,25,43,241,4,30,9
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",27,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:16",1245,1235,4,6,0,519,513,0,6,0,493,26,1300,781,75,32,125,171,15,48,27
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",28,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:23",1547,1534,4,8,1,623,614,0,8,1,576,29,1600,992,92,47,111,246,15,47,18
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ŞCOALĂ GENERALĂ)",26,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:44",1414,1402,2,9,1,637,627,0,9,1,626,11,1500,863,83,52,155,224,15,62,35
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",29,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:26:17",1344,1333,1,10,0,541,531,0,10,0,517,24,1456,915,64,40,149,179,14,46,25
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",24,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:45",865,855,1,9,0,331,322,0,9,0,317,14,1100,769,39,20,90,104,11,45,8
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",25,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:55:15",743,732,2,9,0,306,297,0,9,0,285,12,999,702,33,24,72,94,7,43,12
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA(FOSTA ȘCOALĂ GENERALĂ)",30,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:08",1462,1448,1,13,0,619,606,0,13,0,597,22,1600,981,80,38,124,227,19,65,44
22,HUNEDOARA,"CONSILIUL LOCAL CĂLAN",188,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:13",1037,1004,7,10,16,574,547,1,10,16,540,34,1100,526,78,7,251,149,13,37,5
22,HUNEDOARA,"COOPERATIVA DE CONSUM BULZEȘTII DE JOS",326,"BULZEŞTII DE SUS",88920,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:54",157,107,0,49,1,139,89,0,49,1,130,9,169,30,18,5,66,38,0,3,0
22,HUNEDOARA,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ PETRILA",231,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:48",1234,1225,0,9,0,445,436,0,9,0,419,26,1400,955,104,17,27,236,9,20,6
22,HUNEDOARA,"DIRECȚIA GENERALĂ DE ASISTENȚĂ SOCIALĂ ȘI PROTECȚIA COPILULUI",21,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:00",1034,1026,0,8,0,480,472,0,8,0,461,19,1100,620,46,29,111,187,13,49,26
22,HUNEDOARA,"DIRECŢIA SILVICĂ DEVA",22,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:24",1115,1102,0,12,1,467,454,0,12,1,458,9,1200,733,54,37,114,173,11,48,21
22,HUNEDOARA,"DISPENSAR GOVĂJDIA",369,GHELARI,86883,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:31:24",88,81,0,7,0,42,35,0,7,0,42,0,88,46,5,3,5,26,0,3,0
22,HUNEDOARA,"DISPENSAR UMAN BÂRSĂU",378,HĂRĂU,89801,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:05:27",423,402,0,7,14,288,267,0,7,14,280,8,458,170,40,5,44,168,1,18,4
22,HUNEDOARA,"GALERIA FORMA",16,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:31:23",1226,1206,8,12,0,599,587,0,12,0,574,20,1307,713,71,34,174,199,20,47,29
22,HUNEDOARA,"GRĂDINIŢA „CĂSUȚA CU POVEȘTI”",130,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:39:34",1358,1331,3,10,14,566,542,0,10,14,529,24,1450,896,99,17,110,253,5,35,10
22,HUNEDOARA,"GRĂDINIŢA CU ORAR NORMAL MICRO III PN 2 ”ZORI DE ZI”",93,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:49",1260,1248,0,12,0,498,486,0,12,0,466,20,1300,813,49,21,56,287,15,29,9
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL DIN CADRUL ȘCOLII GIMNAZIALE NR. 6",179,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:00",1226,1216,0,10,0,391,381,0,10,0,376,15,1300,909,68,9,91,187,7,11,3
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL MICRO VII PN6",69,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:46",1187,1176,1,10,0,368,358,0,10,0,345,23,1300,932,56,8,30,205,6,27,13
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 GEOAGIU,",205,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:10",1250,1210,2,17,21,909,871,0,17,21,890,19,1300,391,38,2,536,301,2,11,0
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 LUPENI",118,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:16",1471,1464,0,7,0,502,495,0,7,0,478,24,1600,1098,49,19,39,354,2,8,7
22,HUNEDOARA,"GRADINITA CU PROGRAM NORMAL NR.1 SIMERIA",240,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:49:07",1455,1444,0,10,1,791,780,0,10,1,741,50,1300,509,97,14,308,261,7,37,17
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",125,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:59",902,897,0,5,0,297,292,0,5,0,290,7,1000,703,36,9,46,196,1,1,1
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",124,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:19",921,917,0,4,0,355,351,0,4,0,340,15,1000,645,50,13,38,216,0,12,11
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",126,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:23",1180,1175,0,5,0,425,420,0,5,0,407,18,1300,875,61,13,40,263,7,16,7
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL ŞCOALA GIMNAZIALĂ NR. 1",113,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:44",776,769,0,7,0,282,275,0,7,0,271,11,900,618,43,17,22,181,0,6,2
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT AEROPORT",155,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:57",823,813,1,9,0,242,233,0,9,0,224,18,924,682,67,4,15,109,4,19,6
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",92,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:08",1049,1043,1,5,0,391,386,0,5,0,366,25,1100,709,54,9,39,233,5,20,6
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",90,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:08",1102,1098,0,4,0,419,415,0,4,0,401,1,1200,798,48,11,40,261,5,25,11
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",91,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:01",954,947,2,5,0,347,342,0,5,0,337,10,1000,653,45,19,23,218,10,19,3
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",40,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:09",1129,1115,1,12,1,495,482,0,12,1,477,18,1200,705,91,29,106,147,7,52,45
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",42,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:10",840,833,0,6,1,352,345,0,6,1,338,10,1100,752,50,21,84,124,11,31,17
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",41,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:31",898,886,1,10,1,383,373,0,9,1,370,13,1063,680,53,23,120,107,14,37,16
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR 7",12,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:05",1197,1151,32,14,0,537,523,0,14,0,520,17,1300,763,66,40,157,169,6,54,28
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT”",85,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:46",817,808,2,7,0,336,329,0,7,0,315,21,1000,664,30,9,36,198,8,29,5
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT”",86,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:35:31",1067,1062,0,5,0,380,375,0,5,0,358,22,1200,820,41,16,57,201,14,25,4
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM SĂPTĂMÂNAL LUMEA COPIILOR",119,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:53",1513,1508,0,5,0,615,610,0,5,0,578,37,1600,985,63,32,39,395,8,26,15
