precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL CRISTOLȚ",127,CRISTOLŢ,140770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:09:37",499,444,0,40,15,394,339,0,40,15,387,7,465,71,72,19,198,31,33,34
33,SĂLAJ,"ŞCOALA PRIMARĂ MUNCEL",128,CRISTOLŢ,140770,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:32:34",147,132,0,10,5,112,97,0,10,5,108,4,150,38,47,1,56,2,0,2
33,SĂLAJ,"ŞCOALA PRIMARĂ POIANA ONŢII",129,CRISTOLŢ,140770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:49:58",67,59,0,7,1,49,41,0,7,1,48,1,80,31,22,0,22,2,0,2
33,SĂLAJ,"ŞCOALA PRIMARĂ VĂLENI",130,CRISTOLŢ,140770,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:07:32",323,295,0,27,1,223,195,0,27,1,216,6,310,88,149,1,51,8,2,5
