precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","BLOCUL SUVERANIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL CĂLINEŞTI",135,"ORAŞ BREZOI",167794,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:21:51",538,529,0,9,0,304,295,0,9,0,290,14,580,276,26,52,208,3,1
40,VÂLCEA,"CĂMINUL CULTURAL PĂSCOAIA",136,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:04:59",170,162,1,7,0,113,106,0,7,0,107,6,180,67,3,77,25,1,1
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1- PARTER",132,"ORAŞ BREZOI",167794,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:38",983,976,1,6,0,357,351,0,6,0,340,17,1080,723,25,169,130,8,8
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT",133,"ORAŞ BREZOI",167794,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:48:37",943,939,0,4,0,943,939,0,4,0,453,18,1040,569,36,278,113,16,10
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 1 BREZOI",134,"ORAŞ BREZOI",167794,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:06",1442,1424,6,12,0,644,632,0,12,0,590,54,1570,926,66,325,174,9,16
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 2 BREZOI",131,"ORAŞ BREZOI",167794,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:29",1105,1084,1,12,8,585,565,0,12,8,566,19,1200,615,37,332,163,22,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VALEA LUI STAN",137,"ORAŞ BREZOI",167794,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:34:35",510,503,1,6,0,307,301,0,6,0,278,29,550,243,23,224,24,3,4
