precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"GRĂDINIȚĂ CU PROGRAM NORMAL",329,VIIŞOARA,154914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:36:29",563,525,0,6,32,444,406,0,6,32,432,12,608,164,140,248,44
36,TELEORMAN,"ȘCOALĂ GIMNAZIALĂ",328,VIIŞOARA,154914,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:42:17",655,585,0,30,40,523,453,0,30,40,511,12,683,160,111,363,37
