precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANDREI NICOLAE-NICUŞOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STAN ANDREEA-EUFIMIA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","JEGA MIHAIL-SEVASTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢÎRCOMNICU MARIUS-CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"ȘCOALA GIMNAZIALĂ ALBENI",122,ALBENI,78472,3,PART,PRCNCT,P,P_SV,"2024-06-11 21:38:00",1004,968,1,22,13,658,623,0,22,13,643,15,1000,342,14,70,354,205
20,GORJ,"ȘCOALA PRIMARÂ ALBENI",123,ALBENI,78472,2,PART,PRCNCT,P,P_SV,"2024-06-11 21:51:19",816,797,1,15,3,448,430,0,15,3,431,17,900,452,6,18,134,273
20,GORJ,"ȘCOALA PRIMARÂ BOLBOCEȘTI",124,ALBENI,78472,3,PART,PRCNCT,P,P_SV,"2024-06-11 22:06:05",420,406,1,2,11,286,273,0,2,11,282,4,500,214,11,29,58,184
20,GORJ,"ȘCOALA PRIMARÂ PRUNEȘTI",125,ALBENI,78472,2,PART,PRCNCT,P,P_SV,"2024-06-11 22:21:15",98,86,0,9,3,69,57,0,9,3,67,2,122,53,1,2,20,44
