precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LIŢĂ VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",107,BĂRBULEŞTI,180064,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:18:03",1124,1124,0,0,0,297,297,0,0,0,289,8,1250,953,289
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",109,BĂRBULEŞTI,180064,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:23:23",1322,1322,0,0,0,327,327,0,0,0,321,6,1495,1168,321
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",106,BĂRBULEŞTI,180064,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:18",1044,1044,0,0,0,290,290,0,0,0,286,4,1150,860,286
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",108,BĂRBULEŞTI,180064,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:59:51",1137,1137,0,0,0,311,311,0,0,0,301,10,1200,889,301
