precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COSMA DOREL-FLORIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BICA IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CĂMIN CULTURAL BIRTIN",652,"VADU CRIŞULUI",31976,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:30",275,269,0,4,2,199,193,0,4,2,186,13,300,101,100,86
5,BIHOR,"CĂMIN CULTURAL VADU CRIŞULUI",650,"VADU CRIŞULUI",31976,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:39:05",1477,1430,2,15,30,950,905,0,15,30,916,34,1574,624,549,367
5,BIHOR,"ŞCOALA GENERALĂ TOMNATIC",653,"VADU CRIŞULUI",31976,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:57:48",209,200,4,4,1,112,107,0,4,1,111,1,222,110,77,34
5,BIHOR,"ŞCOALA GENERALĂ TOPA DE CRIŞ",654,"VADU CRIŞULUI",31976,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:31",344,336,0,6,2,216,208,0,6,2,211,5,375,159,89,122
5,BIHOR,"ŞCOALA GENERALĂ VADU CRIŞULUI",651,"VADU CRIŞULUI",31976,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:11:16",897,884,0,7,6,439,426,0,7,6,398,41,960,521,227,171
