precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL VERDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
28,MUREŞ,"CĂMIN CULTURAL BERNADEA",240,BAHNEA,115307,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:02:05",159,157,0,2,0,90,88,0,2,0,83,7,180,90,8,1,19,11,13,0,30,1
28,MUREŞ,"CĂMIN CULTURAL IDICIU",244,BAHNEA,115307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:45",262,257,0,4,1,150,145,0,4,1,112,38,282,132,14,5,62,5,17,0,3,6
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BAHNEA",239,BAHNEA,115307,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:13:17",570,564,0,3,3,303,297,0,3,3,281,22,615,310,20,132,66,21,16,7,12,7
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BAHNEA",238,BAHNEA,115307,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:03:27",994,973,0,6,15,534,513,0,6,15,452,82,1047,513,48,35,155,11,108,48,15,32
28,MUREŞ,"ŞCOALA GIMNAZIALĂ GOGAN",243,BAHNEA,115307,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:35",419,403,0,6,10,228,212,0,6,10,206,22,440,212,10,111,72,5,4,0,3,1
28,MUREŞ,"ŞCOALA PRIMARĂ CUND",241,BAHNEA,115307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:59:29",183,169,5,9,0,88,77,2,9,0,85,3,183,95,17,22,32,8,2,1,1,2
28,MUREŞ,"ŞCOALA PRIMARĂ DAIA",242,BAHNEA,115307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:55:10",135,120,0,6,9,78,63,0,6,9,72,6,150,72,8,25,24,4,4,0,5,2
28,MUREŞ,"ŞCOALA PRIMARĂ LEPINDEA",245,BAHNEA,115307,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:45:08",130,121,0,9,0,63,54,0,9,0,57,6,140,77,2,4,17,20,6,0,5,3
