precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEAGU IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","VOICAN MARIUS-BOGDAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MORTASIPU SERGIU-PARTIDUL NAȚIONAL LIBERAL-voturi","VOICAN GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LUPU LAURENŢIU-VIOREL-PARTIDUL MIȘCAREA POPULARĂ-voturi","LAZĂR IONELA-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL",313,TROIANUL,154790,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:17:11",39,23,0,11,5,39,23,0,11,5,37,2,55,16,18,1,2,0,4,12
36,TELEORMAN,"ȘCOALA GENARALĂ NR. 2",312,TROIANUL,154790,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:31",783,713,0,35,35,527,466,0,35,26,503,24,818,291,212,11,29,11,139,101
36,TELEORMAN,"ȘCOALA GENERALĂ",314,TROIANUL,154790,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:10",162,143,0,13,6,109,90,0,13,6,106,3,168,59,71,3,3,3,7,19
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ”ION PREOTU”",311,TROIANUL,154790,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:48:16",1217,1149,0,39,29,894,828,0,39,27,809,19,1285,457,357,66,20,28,110,228
