precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1",292,DRĂGUŞENI,76175,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:13:27",711,708,0,3,0,331,328,0,3,0,313,18,791,460,168,88,52,5
18,GALAŢI,"GRADINITA CU PROGRAM NORMAL NR.1",291,DRĂGUŞENI,76175,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:17:35",462,460,0,2,0,256,254,0,2,0,253,3,507,251,154,27,70,2
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",293,DRĂGUŞENI,76175,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:18:10",244,237,0,7,0,129,122,0,7,0,121,8,262,133,92,8,19,2
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",294,DRĂGUŞENI,76175,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:10:51",447,442,0,5,0,190,185,0,5,0,185,5,486,286,95,63,25,2
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",295,DRĂGUŞENI,76175,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:53:05",226,219,0,7,0,139,132,0,7,0,132,7,241,102,104,16,10,2
18,GALAŢI,"SCOALA GIMNAZIALA NR.1",290,DRĂGUŞENI,76175,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:09:49",552,547,0,5,0,245,240,0,5,0,227,15,611,361,137,47,40,3
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1",289,DRĂGUŞENI,76175,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:27:57",1466,1454,1,8,3,712,701,0,8,3,666,35,1602,901,393,74,184,15
