precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TĂNASE ION-PARTIDUL NAȚIONAL LIBERAL-voturi","NEAGOE GHEORGHE-UNIUNEA SALVAȚI ROMÂNIA-voturi","DULDURUC ION-PARTIDUL SOCIAL DEMOCRAT-voturi","IANCU DORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RADU FLORIAN-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","TATU ION-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STOICA MARIN-PARTIDUL ROMÂNIA MARE-voturi"
3,ARGEŞ,"CĂMIN CULTURAL BUZOEŞTI",263,BUZOEŞTI,14940,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:32:36",854,841,0,11,2,425,412,0,11,2,415,10,900,475,74,10,228,65,22,2,14
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM NORMAL IONEŞTI",265,BUZOEŞTI,14940,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:47:26",580,544,0,7,29,386,350,0,7,29,374,12,600,214,181,7,142,26,6,9,3
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ CORNĂŢEL",264,BUZOEŞTI,14940,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:37:00",754,735,2,13,4,515,498,0,13,4,498,17,800,285,25,6,353,41,69,0,4
3,ARGEŞ,"ȘCOALA GIMNAZIALĂ ŞERBOENI",266,BUZOEŞTI,14940,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:56",1210,1200,0,10,0,736,726,0,10,0,708,28,1300,564,339,29,191,74,11,52,12
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ TOMŞANCA",267,BUZOEŞTI,14940,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:10",280,275,0,5,0,194,189,0,5,0,182,12,340,146,53,1,90,5,3,2,28
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ VULPEŞTI",262,BUZOEŞTI,14940,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:25:50",783,779,0,4,0,468,464,0,4,0,454,14,900,432,93,5,256,40,43,2,15
