precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CÂMPULUNGEANU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢOLEA MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IONESCU CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STANCIU ADRIAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL BORDUȘELU",123,CIOCHINA,93101,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:05:44",611,556,0,55,0,485,430,0,55,0,471,14,600,115,270,194,1,6
23,IALOMIŢA,"GRĂDINIȚA CU PROGRAM NORMAL OREZU",124,CIOCHINA,93101,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:41",600,587,0,11,2,408,395,0,11,2,382,13,652,257,199,154,12,17
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIOCHINA",122,CIOCHINA,93101,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:53:35",1203,1174,3,24,2,744,718,0,24,2,728,15,1300,444,335,299,9,85
