precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICOARĂ ROMI-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSTE LARISA-CLAUDIA-PARTIDUL SOCIAL DEMOCRAT-voturi","NISTOR SORIN-IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","STĂNIŞ ALEX-LAURENŢIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ALMAŞ SĂLIŞTE",521,ZAM,92177,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:11:37",109,101,1,7,0,65,57,1,7,0,63,2,131,66,5,17,40,1
22,HUNEDOARA,"CĂMINUL CULTURAL GODINEŞTI",522,ZAM,92177,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:44:44",101,93,0,8,0,77,69,0,8,0,76,1,117,40,11,32,31,2
22,HUNEDOARA,"CĂMINUL CULTURAL POGĂNEȘTI",523,ZAM,92177,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:15",204,192,0,12,0,120,108,0,12,0,116,4,230,110,17,36,53,10
22,HUNEDOARA,"CĂMINUL CULTURAL SĂLCIVA",524,ZAM,92177,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:45",404,390,2,12,0,256,244,0,12,0,246,10,429,173,26,71,147,2
22,HUNEDOARA,"CĂMINUL CULTURAL ZAM",520,ZAM,92177,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:43",521,497,2,22,0,363,340,1,22,0,346,17,588,225,29,114,178,25
