precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUMITRAŞCU FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂZĂNOIU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CRISTEA MARIUS-ALIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CLUBUL COPIILOR POGOANELE",129,"ORAŞ POGOANELE",48744,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:36:59",1425,1374,0,14,37,914,863,0,14,37,884,30,1510,596,293,411,131,49
10,BUZĂU,"LICEUL TEORETIC POGOANELE",128,"ORAŞ POGOANELE",48744,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:21:02",1521,1445,1,7,68,925,850,0,7,68,893,32,1594,669,288,434,101,70
10,BUZĂU,"ŞCOALA GENERALĂ CĂLDĂRĂŞTI",131,"ORAŞ POGOANELE",48744,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:52",1430,1356,0,18,56,993,919,0,18,56,961,32,1568,575,431,466,41,23
10,BUZĂU,"ŞCOALA GENERALĂ NR.2 POGOANELE",130,"ORAŞ POGOANELE",48744,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:16:24",1417,1372,1,13,31,955,910,1,13,31,923,32,1511,556,348,408,84,83
