precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",533,RÂFOV,135020,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:39:49",289,284,0,5,0,169,164,0,5,0,165,4,300,131,69,12,28,7,0,4,45
31,PRAHOVA,"FOSTUL SEDIU AL PRIMARIEI",534,RÂFOV,135020,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:55:29",142,128,0,14,0,97,83,0,14,0,95,2,137,40,26,1,57,6,0,1,4
31,PRAHOVA,"SCOALA GIMNAZILA BUDA",535,RÂFOV,135020,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:44:18",818,805,0,13,0,561,548,0,13,0,540,21,865,304,267,156,90,7,7,5,8
31,PRAHOVA,"SCOALA PRIMARA GOGA",536,RÂFOV,135020,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:34:51",417,400,1,16,0,240,224,0,16,0,233,7,428,188,115,27,75,3,1,9,3
31,PRAHOVA,"SCOALA PRIMARA MALAIESTI",537,RÂFOV,135020,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:53:15",648,638,1,9,0,407,398,0,9,0,391,16,685,278,269,33,53,14,0,3,19
31,PRAHOVA,"SCOALA PRIMARA MOARA DOMNEASCA",538,RÂFOV,135020,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:47:52",801,784,0,15,2,525,508,0,15,2,515,10,981,456,302,66,102,15,1,9,20
31,PRAHOVA,"SCOALA PRIMARA PALANCA",539,RÂFOV,135020,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:11:24",858,850,0,8,0,538,530,0,8,0,510,28,902,364,259,81,124,9,19,8,10
31,PRAHOVA,"SCOALA PRIMARA SICRITA",540,RÂFOV,135020,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:47:41",422,410,0,12,0,277,265,0,12,0,260,13,444,171,110,75,39,5,2,22,7
