precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-IV LOCUSTENI",326,DANEŢI,71956,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:54:35",452,447,0,5,0,270,265,0,5,0,253,17,500,230,28,5,210,6,4
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRABEŢI",324,DANEŢI,71956,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:52",825,810,0,15,0,455,440,0,15,0,431,24,900,445,71,40,311,9,0
17,DOLJ,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRANIŞTE",325,DANEŢI,71956,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:28",498,485,0,13,0,261,248,0,13,0,249,12,600,339,37,27,179,6,0
17,DOLJ,"ŞCOALA PROFESIONALĂ DANEŢI",323,DANEŢI,71956,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:15:22",1312,1288,0,24,0,660,636,0,24,0,601,59,1400,740,133,43,414,9,2
17,DOLJ,"ȘCOALA PROFESIONALĂ DANEŢI",322,DANEŢI,71956,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:02",1562,1535,1,26,0,855,828,1,26,0,793,35,1633,805,120,54,592,24,3
