precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"ŞCOALA CU CLASELE I-IV NĂRTEŞTI",318,GOHOR,76497,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:35",694,609,0,48,37,467,382,0,48,37,447,20,700,233,29,10,215,193,0
18,GALAŢI,"ŞCOALA GIMNAZIALA NR.1 GOHOR",315,GOHOR,76497,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:29:35",1401,1216,0,103,82,927,787,0,103,37,861,25,1379,493,117,5,165,571,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 GOHOR",316,GOHOR,76497,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 17:43:31",248,211,0,14,23,180,144,0,14,22,169,11,300,120,11,17,28,111,2
18,GALAŢI,"ŞCOALA GIMNAZIALA - SAT GARA BERHECI",317,GOHOR,76497,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:49",590,552,0,22,16,351,313,0,22,16,345,6,600,249,15,7,97,216,10
