precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","DINU SORIN-MIHAI-voturi"
31,PRAHOVA,"FOSTUL SEDIU AL GRADINŢEI DE COPII DIN COLONIA BRAZI",341,BRAZI,130712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:43:55",326,323,0,3,0,191,188,0,3,0,188,3,356,165,59,34,8,7,7,59,14
31,PRAHOVA,"FOSTUL SEDIU AL ŞCOLII GIMNAZIALE DIN SATUL STEJARU",346,BRAZI,130712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:25",514,508,0,6,0,245,239,0,6,0,226,19,563,318,84,34,4,5,4,84,11
31,PRAHOVA,"PUNCTUL DE LUCRU AL PRIMĂRIEI BRAZI DIN SATUL POPEŞTI",345,BRAZI,130712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:24",1473,1443,1,9,20,782,753,0,9,20,732,50,1611,829,301,79,24,19,25,261,23
31,PRAHOVA,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI BRAZI",343,BRAZI,130712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:21:21",669,633,0,18,18,418,382,0,18,18,404,14,698,280,160,31,23,10,11,147,22
31,PRAHOVA,"SALA DE SPORT A ŞCOLII GIMNAZIALE ”DUMITRU HERA” BĂTEŞTI",342,BRAZI,130712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:10:56",1452,1410,1,22,19,802,761,0,22,19,771,31,1572,770,278,76,39,8,85,255,30
31,PRAHOVA,"SALA DE SPORT A ŞCOLII GIMNAZIALE ”PROFESOR OPREA MIHAI” SAT NEGOIEŞTI",344,BRAZI,130712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:57:58",1568,1526,12,20,10,837,803,4,20,10,800,31,1692,859,289,97,13,41,56,280,24
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ BRAZI",340,BRAZI,130712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:27",1006,954,0,28,24,680,628,0,28,24,656,24,1084,404,397,43,9,13,13,108,73
