precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
32,"SATU MARE","CĂMIN CULTURAL CHILIA",215,HOMOROADE,137899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:37:02",191,167,0,16,8,119,95,0,16,8,110,9,200,81,8,61,33,8
32,"SATU MARE","CĂMIN CULTURAL HOMORODU DE JOS",216,HOMOROADE,137899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:42",303,292,0,5,6,151,140,0,5,6,147,4,320,169,14,101,24,8
32,"SATU MARE","CĂMIN CULTURAL NECOPOI",217,HOMOROADE,137899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:10:50",178,162,0,8,8,108,92,0,8,8,105,3,200,92,3,72,13,17
32,"SATU MARE","CĂMIN CULTURAL SOLDUBA",218,HOMOROADE,137899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:33:38",219,194,0,16,9,138,113,0,16,9,133,5,230,92,30,66,24,13
32,"SATU MARE","SCOALA CLS. I-VIII HOMORODU DE MIJLOC",214,HOMOROADE,137899,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:45",542,491,0,26,25,354,303,0,26,25,340,14,540,186,69,121,78,72
