precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CĂMIN CULTURAL BÎCU",518,IPATELE,97553,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:59",412,406,0,4,2,229,223,0,4,2,225,4,500,271,148,7,1,61,8
24,IAŞI,"CĂMIN CULTURAL CUZA-VODĂ",519,IPATELE,97553,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:24",405,395,0,4,6,229,219,0,4,6,221,8,400,171,180,10,16,13,2
24,IAŞI,"SCOLA GIMNAZIALA”ION HAULICA”IPATELE",517,IPATELE,97553,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:37:04",500,492,0,0,8,275,267,0,0,8,265,10,529,254,182,23,5,48,7
