precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","KAPUSI IMRE-voturi","KÁDÁR EMMA-voturi","LÖRINCZ SZABOLCS-ÖDÖN-voturi","MARTON ALBERT-voturi","IZSÁK ANDREA-voturi","LÁSZLÓ NORBERT-voturi"
28,MUREŞ,"CĂMIN CULTURAL VIFOROASA",371,FÂNTÂNELE,116796,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:04:19",688,672,1,4,11,326,311,0,4,11,298,28,740,414,254,26,8,1,0,9,0,0
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL CIBU",369,FÂNTÂNELE,116796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:23:13",79,68,0,6,5,34,23,0,6,5,33,1,80,46,31,0,1,0,1,0,0,0
28,MUREŞ,"ŞCOALA GIMNAZIALĂ CĂLIMĂNEŞTI",368,FÂNTÂNELE,116796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:59:02",706,681,0,4,21,334,309,0,4,21,325,9,780,446,308,9,1,4,0,1,0,2
28,MUREŞ,"ŞCOALA GIMNAZIALĂ FÎNTÎNELE",365,FÂNTÂNELE,116796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:01",1002,969,4,9,20,505,475,1,9,20,485,20,1069,564,378,29,50,4,0,0,16,8
28,MUREŞ,"ŞCOALA GIMNAZIALĂ FÎNTÎNELE",366,FÂNTÂNELE,116796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:03:50",948,924,2,0,22,466,444,0,0,22,442,24,1050,584,359,21,43,5,1,1,9,3
28,MUREŞ,"ŞCOALA PRIMARĂ BORDOŞIU",367,FÂNTÂNELE,116796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:37:35",250,244,0,3,3,94,88,0,3,3,92,2,275,181,84,1,2,1,4,0,0,0
28,MUREŞ,"ŞCOALA PRIMARĂ ROUA",370,FÂNTÂNELE,116796,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:29:12",301,298,1,2,0,72,70,0,2,0,61,11,330,258,58,1,1,1,0,0,0,0
