precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"PRIMĂRIA COMUNEI SICULENI",252,SICULENI,85626,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:13",1167,1110,4,0,53,669,615,1,0,53,648,21,1200,531,648
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ZOLD PETER SICULENI",253,SICULENI,85626,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:46",1040,989,0,0,51,701,650,0,0,51,684,17,1200,499,684
