precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi"
13,CLUJ,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII",602,RIŞCA,59238,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:13",734,706,1,21,6,563,536,0,21,6,536,27,802,239,291,36,167,33,9
13,CLUJ,"ŞCOALA PRIMARĂ CU CLASELE I-IV",604,RIŞCA,59238,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:41",148,137,0,9,2,102,91,0,9,2,100,2,151,49,49,22,19,8,2
13,CLUJ,"ŞCOALA PRIMARĂ CU CLASELE I-IV",603,RIŞCA,59238,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:56",320,301,0,16,3,236,217,0,16,3,220,16,330,94,145,32,25,15,3
