precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOC CONSTANDIN-PARTIDUL NAȚIONAL LIBERAL-voturi","FEJÉR LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PAKÓ JÁNOS-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
15,COVASNA,"CĂMINUL CULTURAL PETENI",212,ZĂBALA,65048,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:51:02",147,133,1,6,7,64,51,0,6,7,57,7,200,136,6,47,4
15,COVASNA,"CĂMINUL CULTURAL SURCEA",213,ZĂBALA,65048,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:52",488,480,0,4,4,272,264,0,4,4,244,28,500,228,3,218,23
15,COVASNA,"CĂMINUL CULTURAL TAMAŞFALĂU",214,ZĂBALA,65048,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:04",386,375,0,7,4,186,175,0,7,4,172,14,400,214,6,106,60
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA",209,ZĂBALA,65048,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:52:49",1268,1232,2,8,26,597,563,0,8,26,552,45,1310,713,23,477,52
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA (PAVA)",211,ZĂBALA,65048,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:48",695,683,2,5,5,242,231,1,5,5,213,29,800,558,16,176,21
15,COVASNA,"CLUBUL NR. 2 ZĂBALA",210,ZĂBALA,65048,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:42",829,817,2,5,5,374,363,1,5,5,342,32,900,526,175,143,24
