precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOMA ELENA-LUMINIŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","LEMENI MARIUS-FĂNEL-PARTIDUL NAȚIONAL LIBERAL-voturi","OANCEA MARIUS-CLAUDIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
2,ARAD,"CĂMIN CULTURAL ALDEŞTI",193,BÂRSA,10051,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:39:37",445,415,0,8,22,312,282,0,8,22,310,2,460,148,162,140,8
2,ARAD,"CLĂDIREA COMUNEI BÂRSA (FOSTA ŞCOALĂ CU CLASELE I-IV HODIŞ)",194,BÂRSA,10051,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:39",139,131,0,6,2,96,88,0,6,2,91,5,145,49,38,47,6
2,ARAD,"CLĂDIREA COMUNEI BÂRSA (FOSTA ŞCOALĂ CU CLASELE I-IV VOIVODENI)",195,BÂRSA,10051,2,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:48",162,147,1,13,1,121,107,0,13,1,113,8,171,50,56,54,3
2,ARAD,"GRĂDINIŢA PN BÂRSA",192,BÂRSA,10051,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:10",777,731,0,31,15,605,559,0,31,15,594,11,820,215,301,288,5
