precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOBRE NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","BRANIŞTE GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIMAN IULIAN-MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"CĂMINUL CULTURAL",180,DEVESELU,126647,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:11",1001,923,1,15,62,734,657,0,15,62,715,19,1084,350,227,56,432
30,OLT,"CĂMINUL CULTURAL",178,DEVESELU,126647,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:05:57",1495,1354,0,70,71,994,853,0,70,71,953,31,1490,505,417,46,490
30,OLT,"CASA ARMATEI",179,DEVESELU,126647,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:47",232,205,0,23,4,135,108,0,23,4,131,4,232,97,39,8,84
