precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OSTROVAN CRISTEA-PARTIDUL SOCIAL DEMOCRAT-voturi","SPOIALĂ MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MARŢOLEA DRAGOŞ-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","MORARIU MIHAI-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","BOTEZATU LIVIU-BOGDAN-PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","ŢAN MIRCEA-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL CHILIŞENI",496,UDEŞTI,150588,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:53:51",670,665,0,5,0,421,416,0,5,0,405,14,732,313,350,16,4,4,7,24
35,SUCEAVA,"CĂMINUL CULTURAL POIENI - SUCEAVA",499,UDEŞTI,150588,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:27",541,534,0,7,0,279,272,0,7,0,275,4,590,311,140,7,5,20,6,97
35,SUCEAVA,"CĂMINUL CULTURAL RACOVA",500,UDEŞTI,150588,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:53",233,230,0,3,0,140,137,0,3,0,135,5,253,113,84,6,1,4,6,34
35,SUCEAVA,"CĂMINUL CULTURAL ŞTIRBĂŢ",503,UDEŞTI,150588,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:31",432,428,1,3,0,249,246,0,3,0,235,11,471,225,106,14,41,5,23,46
35,SUCEAVA,"CASA TRADIȚIILOR",501,UDEŞTI,150588,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:16",560,550,0,10,0,285,275,0,10,0,276,9,610,325,88,28,5,36,16,103
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL PLĂVĂLARI",498,UDEŞTI,150588,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:01:37",927,921,2,4,0,406,402,0,4,0,392,14,1015,609,168,65,3,26,8,122
35,SUCEAVA,"PRIMĂRIA COMUNEI UDEŞTI",495,UDEŞTI,150588,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:42:46",1973,1965,1,4,3,976,969,0,4,3,934,42,2169,1193,233,103,21,50,102,425
35,SUCEAVA,"ŞCOALA PRIMARĂ LUNCUŞOARA",497,UDEŞTI,150588,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:31",589,585,0,4,0,296,292,0,4,0,283,13,648,352,146,48,5,23,3,58
35,SUCEAVA,"ŞCOALA PRIMARĂ RUŞII - MĂNĂSTIOARA",502,UDEŞTI,150588,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:42:08",443,437,0,6,0,212,206,0,6,0,201,11,481,269,52,45,4,5,20,75
