precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PLETEA BENONE-PARTIDUL SOCIAL DEMOCRAT-voturi","MATEI LUCICA-MIHAELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PÎRLOG GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","PÎRLOG IOAN-SORIN-voturi"
39,VASLUI,"CĂMINUL CULTURAL IBĂNEŞTI",347,IBĂNEŞTI,167222,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:38",522,511,0,5,6,315,304,0,5,6,304,11,560,245,78,9,214,3
39,VASLUI,"FOSTA ŞCOALA CU CLASELE I-IV, PUŢU OLARULUI",349,IBĂNEŞTI,167222,5,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:04",101,96,0,5,0,65,60,0,5,0,64,1,109,44,26,5,33,0
39,VASLUI,"ŞCOALA PRIMARĂ SAT. MÎNZAŢI",348,IBĂNEŞTI,167222,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:31:46",508,496,0,6,6,337,325,0,6,6,328,9,560,223,32,5,291,0
