precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"SCOALA CU CLASELE I-IV BUDA",272,BERZUNŢI,21418,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:43:08",435,429,0,6,0,216,210,0,6,0,200,16,500,284,9,9,55,116,2,6,3
4,BACĂU,"SCOALA CU CLASELE I-IV NR. 1 DRAGOMIR",273,BERZUNŢI,21418,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:38:44",937,926,0,5,6,519,508,0,5,6,497,22,1000,475,37,23,144,238,3,20,32
4,BACĂU,"ŞCOALA CU CLASELE I-IV NR. 2 BERZUNŢI",271,BERZUNŢI,21418,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:35",661,653,0,6,2,373,365,0,6,2,347,26,700,327,31,12,114,162,2,9,17
4,BACĂU,"ŞCOALA CU CLASELE I-VIII ALEXANDRU CEL BUN BERZUNŢI",270,BERZUNŢI,21418,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:40:16",1366,1357,0,7,2,787,778,0,7,2,722,56,1500,722,22,57,275,266,0,45,57
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.2 DRAGOMIR",274,BERZUNŢI,21418,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:28",752,741,0,11,0,217,206,0,11,0,154,63,800,583,8,7,30,59,30,5,15
