precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"CĂMINUL CULTURAL LUTOASA",162,MERENI,65105,2,PART,PRCNCT,CL,CL_SV,"2024-06-14 13:37:03",338,321,2,3,12,201,186,0,3,12,196,5,400,199,196
15,COVASNA,"CĂMINUL CULTURAL MERENI",161,MERENI,65105,2,PART,PRCNCT,CL,CL_SV,"2024-06-14 13:25:22",693,662,2,6,23,396,367,0,6,23,389,7,724,328,389
