precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"GRĂDINIŢA ALBĂ CA ZĂPADA",157,INDEPENDENŢA,93771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:04",643,635,1,1,6,398,391,0,1,6,375,22,690,293,213,142,20
12,CĂLĂRAŞI,"GRADINITA DE COPII",158,INDEPENDENŢA,93771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:21:19",450,441,0,6,3,289,280,0,6,3,279,10,471,182,114,139,26
12,CĂLĂRAŞI,"GRADINITA DE COPII",156,INDEPENDENŢA,93771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:03:51",1760,1699,1,21,39,1277,1219,0,21,37,1243,34,1920,643,668,516,59
