precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LEUŞTEAN DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","MITOI GHEORGHE-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FUMĂREL ION-DINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TOMESCU SILVIU-GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ŞTEFAN COSMINA-FORȚA DREPTEI-voturi"
20,GORJ,"GRĂDINIŢA BERCEŞTI",84,"ORAŞ NOVACI",78258,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:02",519,509,2,2,6,367,358,1,2,6,359,8,600,233,127,26,190,2,14
20,GORJ,"ŞCOALA GIMNAZIALĂ NOVACI",82,"ORAŞ NOVACI",78258,4,PART,PRCNCT,P,P_SV,"2024-06-13 09:38:43",1626,1596,6,4,20,1066,1042,0,4,20,1032,34,1800,734,452,88,409,49,34
20,GORJ,"ȘCOALA GIMNAZIALĂ NOVACI",83,"ORAŞ NOVACI",78258,4,PART,PRCNCT,P,P_SV,"2024-06-12 21:04:08",1099,1083,1,8,7,721,706,0,8,7,691,30,1200,479,363,45,266,6,11
20,GORJ,"ŞCOALA GIMNAZIALĂ POCIOVALIŞTEA",85,"ORAŞ NOVACI",78258,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:54:20",1413,1372,2,26,13,913,873,1,26,13,888,25,1474,561,420,87,360,5,16
