precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","GYENES SZABOLCS-GÁBOR-voturi"
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL LIVADA",96,"ORAŞ LIVADA",138039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:33:37",1419,1405,3,2,9,673,662,0,2,9,643,30,1600,927,105,442,49,47
32,"SATU MARE","GRĂDINIŢA LIVADA MICĂ",100,"ORAŞ LIVADA",138039,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:47",251,243,1,4,3,104,97,0,4,3,99,5,261,157,35,24,24,16
32,"SATU MARE","ŞCOALA GIMNAZIALĂ ”IOSIF ŢIPROC” DUMBRAVA",99,"ORAŞ LIVADA",138039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:24",974,967,1,6,0,368,361,1,6,0,348,20,1100,732,88,33,217,10
32,"SATU MARE","SCOALA GIMNAZIALĂ ”PETOFI SANDOR” LIVADA",95,"ORAŞ LIVADA",138039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:15",988,968,2,4,14,509,491,0,4,14,502,7,1100,591,40,420,24,18
32,"SATU MARE","ŞCOALA GIMNAZIALĂ PETOFI SANDOR LIVADA",97,"ORAŞ LIVADA",138039,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:20",1682,1653,0,4,25,853,824,0,4,25,815,38,1800,947,69,674,55,17
32,"SATU MARE","ŞCOALA PRIMARĂ ADRIAN",98,"ORAŞ LIVADA",138039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:04:15",471,460,2,7,2,297,288,0,7,2,280,17,500,203,13,256,8,3
