precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VICOL IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","VICOL IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","NISTOR IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL",539,VOLOVĂŢ,151120,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:27",1700,1696,0,1,3,776,772,0,1,3,749,27,1800,1024,133,596,20
35,SUCEAVA,"CĂMINUL CULTURAL",540,VOLOVĂŢ,151120,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:57:19",1738,1728,2,4,4,821,812,1,4,4,799,22,1900,1079,138,631,30
35,SUCEAVA,"PRIMĂRIA COMUNEI VOLOVĂŢ",541,VOLOVĂŢ,151120,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:22",941,938,0,0,3,439,436,0,0,3,417,22,1000,561,50,347,20
