precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IFTODI GHEORGHIŢĂ-MIHĂIŢĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","RĂILEANU ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂLIN CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",336,PRĂJENI,38580,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:07",496,486,0,4,6,248,238,0,4,6,239,9,550,302,170,57,12
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV SALA I",335,PRĂJENI,38580,2,PART,PRCNCT,P,P_SV,"2024-06-10 20:12:16",1012,996,0,8,8,523,507,0,8,8,501,22,1100,577,357,113,31
7,BOTOŞANI,"ŞCOALA GIMNAZIALA NR.2 MILETIN",338,PRĂJENI,38580,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:50:30",499,486,0,8,5,274,261,0,8,5,222,52,553,279,187,33,2
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 4 LUPĂRIA",337,PRĂJENI,38580,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:04:19",604,586,0,5,13,339,321,0,5,13,323,16,650,311,257,63,3
