precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SUCIU ALIN-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂBĂNAŞ ALIN-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL BRÎGLEZ",278,SURDUC,142774,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:15",276,215,0,44,17,211,150,0,44,17,209,2,250,39,125,84
33,SĂLAJ,"CĂMINUL CULTURAL SOLONA",280,SURDUC,142774,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:30",214,178,0,27,9,155,119,0,27,9,152,3,200,45,69,83
33,SĂLAJ,"CĂMINUL CULTURAL SURDUC",277,SURDUC,142774,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:09:05",1206,1039,2,135,30,896,730,1,135,30,870,26,1100,204,546,324
33,SĂLAJ,"CĂMINUL CULTURAL TEȘTIOARA",281,SURDUC,142774,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:07:15",84,60,0,20,4,58,34,0,20,4,57,1,100,42,25,32
33,SĂLAJ,"CĂMINUL CULTURAL TIHĂU",282,SURDUC,142774,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:16",940,847,0,67,26,698,605,0,67,26,634,64,929,231,376,258
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV CRISTOLȚEL",279,SURDUC,142774,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:59:21",360,331,0,23,6,260,231,0,23,6,252,8,380,120,163,89
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV TURBUȚA",283,SURDUC,142774,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:59",301,240,0,56,5,204,143,0,56,5,200,4,254,50,25,175
