precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL VERDE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","DEMA PETRU-voturi"
37,TIMIŞ,"CASA DE CULTURĂ",281,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:02:40",1265,1248,1,14,2,465,449,0,14,2,450,11,1400,935,157,22,53,40,28,74,15,1,16,44
37,TIMIŞ,"CASA DE CULTURĂ",280,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:25:33",1567,1542,9,5,11,586,570,0,5,11,566,20,1700,1114,202,23,59,55,24,94,41,4,22,42
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CLARII VII",282,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:13:52",227,216,0,11,0,96,85,0,11,0,92,4,400,304,39,5,7,1,2,27,3,0,7,1
37,TIMIŞ,"INCUBATORUL DE AFACERI JIMBOLIA",279,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:24",1457,1443,0,12,2,572,558,0,12,2,551,21,1600,1028,188,33,52,72,32,82,39,1,15,37
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:08:53",1398,1388,0,6,4,490,480,0,6,4,478,12,1500,1010,147,23,57,45,31,83,54,1,10,27
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:50:33",1708,1682,9,12,5,596,576,3,12,5,572,24,1800,1204,182,38,43,47,36,132,33,6,11,44
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",277,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:06:59",1649,1634,5,7,3,606,596,0,7,3,581,25,1800,1194,215,29,58,40,35,111,33,10,13,37
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",278,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:38:11",1694,1674,1,12,7,687,667,1,12,7,648,39,1800,1113,202,28,82,99,35,102,34,3,22,41
