precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROMAN FLORIN-VIRGIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETRICA CALIN-OVIDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","UNGUR GHEORGHE-DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","NISTOR GEORGEL-MARIUS-FORȚA DREPTEI-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",373,"REMETEA CHIOARULUI",108491,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:00:18",365,347,2,10,6,212,195,1,10,6,205,7,400,188,5,93,96,11
26,MARAMUREŞ,"CĂMINUL CULTURAL",374,"REMETEA CHIOARULUI",108491,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:38",287,272,0,11,4,225,210,0,11,4,219,6,300,75,2,69,86,62
26,MARAMUREŞ,"CĂMINUL CULTURAL",371,"REMETEA CHIOARULUI",108491,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:42:37",998,949,2,36,11,668,621,0,36,11,640,28,1000,332,10,301,244,85
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",375,"REMETEA CHIOARULUI",108491,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:27",231,216,0,13,2,140,125,0,13,2,135,5,300,160,4,51,68,12
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",372,"REMETEA CHIOARULUI",108491,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:17",535,524,1,8,2,332,322,0,8,2,314,18,573,241,7,172,113,22
