precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",227,ORBEASCA,153507,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:50",1003,949,0,23,31,645,591,0,23,31,619,24,1074,429,37,160,305,78,39
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 1 ORBEASCA DE SUS (CORP B)",228,ORBEASCA,153507,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:50:00",1243,1202,0,20,21,817,776,0,20,21,791,26,1340,523,60,209,331,120,71
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS ( CORP A)",223,ORBEASCA,153507,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:06",889,859,0,6,24,592,562,0,6,24,578,14,970,378,32,277,216,44,9
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR. 2 ORBEASCA DE JOS (CORP A)",224,ORBEASCA,153507,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:24",733,695,0,19,19,481,443,0,19,19,465,16,785,304,25,242,160,29,9
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",226,ORBEASCA,153507,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:24",1014,991,0,10,13,715,692,0,10,13,688,27,1105,390,26,524,84,11,43
36,TELEORMAN,"ŞCOALA GIMNAZIALÃ NR.3 LACENI (CORP A)",225,ORBEASCA,153507,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:31:16",835,808,1,12,14,625,599,0,12,14,583,42,905,280,21,459,77,12,14
