precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL LĂMOTEȘTI",215,MILCOVUL,176748,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:02:40",885,876,0,2,7,486,477,0,2,7,455,26,965,484,88,29,257,81
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",213,MILCOVUL,176748,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:22",1003,994,1,0,8,539,531,0,0,8,525,14,1094,555,90,36,333,66
41,VRANCEA,"GRĂDINIȚA CU PROGRAM NORMAL MILCOVUL",214,MILCOVUL,176748,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:19",1047,1036,1,1,9,547,537,0,1,9,543,4,1148,601,117,51,296,79
