precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
30,OLT,"GRĂDINIȚĂ GRECI",303,SCHITU,128659,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:31",750,727,0,15,8,497,474,0,15,8,487,10,795,298,63,332,92
30,OLT,"ŞCOALA GIMNAZIALĂ SCHITU",302,SCHITU,128659,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:34:32",1068,1052,0,11,5,652,636,0,11,5,610,42,1155,503,149,423,38
30,OLT,"ŞCOALA PRIMARĂ LISA",304,SCHITU,128659,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:18",304,299,0,5,0,181,176,0,5,0,176,5,329,148,18,126,32
