precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SĂRĂOR ELENA-ADRIANA-PARTIDUL NAȚIONAL LIBERAL-voturi","BORDUZ IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","VERNICA PETRU-UNIUNEA SALVAȚI ROMÂNIA-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SCĂIUȘ",246,FÂRLIUG,52785,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:23:50",267,226,0,32,9,214,173,0,32,9,212,2,257,43,151,60,1
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL VALEA MARE",247,FÂRLIUG,52785,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:18:09",113,90,0,20,3,91,68,0,20,3,91,0,122,31,66,24,1
11,CARAŞ-SEVERIN,"CENTRUL AGRICOL DEZEŞTI",243,FÂRLIUG,52785,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:17:24",168,109,0,47,12,168,109,0,47,12,165,3,220,52,57,108,0
11,CARAŞ-SEVERIN,"CLĂDIRE ADMINISTRATIVĂ",244,FÂRLIUG,52785,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:23:08",142,122,0,9,11,142,122,0,9,11,140,2,206,64,44,90,6
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ FÂRLIUG",242,FÂRLIUG,52785,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:00:06",780,611,0,111,58,584,415,0,111,58,568,16,742,158,319,231,18
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ REMETEA-POGĂNICI",245,FÂRLIUG,52785,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:12",211,182,0,19,10,134,105,0,19,10,130,4,197,63,77,50,3
